ifmap_h,ifmap_w,kernel,c_in,f_out,arch_filter_count,arch_channel_count,valid,dram,weight,psum,ifmap,pe_util,latency,sim_time
169,1,1,4,512,32,18,PASS,96420,19008,173056,11492,0.22,2754000,1587
70,70,1,3,64,9,9,PASS,328948,1377,627200,132300,0.3,39233000,6384
30,30,3,32,32,9,9,PASS,64256,20817,1745408,144000,0.89,116556000,4716
841,1,1,128,128,9,9,PASS,233521,36531,3229440,1722368,0.9,189475000,9570
103,103,3,16,4,12,27,PASS,212492,4212,540148,339488,0.3,63936000,6979
104,104,3,1,64,12,27,PASS,678616,4212,2023680,75712,0.29,65180000,16301
130,130,3,16,16,12,27,PASS,536432,8100,3457024,811200,0.58,203196000,24141
17,17,3,3,32,32,18,PASS,9219,2880,39840,1734,0.75,648000,271
81,81,3,32,16,9,9,PASS,314992,10449,6652432,629856,0.89,420722000,18968
3481,1,1,16,4,12,27,PASS,69944,972,27848,111392,0.2,3525000,1153
90,90,3,1,2,9,9,PASS,23669,243,47168,16200,0.24,8306000,540
58,58,3,16,8,12,27,PASS,80856,4212,336896,107648,0.59,20376000,2781
48841,1,1,16,4,12,27,PASS,977144,972,390728,1562912,0.19,48885000,18803
175,175,3,1,8,12,27,PASS,270381,972,723832,61250,0.22,31001000,6209
144,1,1,1,128,32,18,PASS,20880,5184,36864,720,0.072,614000,390
900,1,1,64,2,32,18,PASS,61704,5184,14400,115200,0.058,3638000,1159
43,43,3,1,512,12,27,PASS,876453,28188,2665984,81356,0.33,80039000,20820
2401,1,1,4,4,12,27,PASS,19532,972,19208,19208,0.056,2445000,488
53,53,3,32,32,12,27,PASS,183812,21708,1986144,359552,0.85,93149000,10722
2500,1,1,1,128,32,18,PASS,324804,5184,640000,12500,0.055,10038000,6506
86,86,1,16,1,32,18,PASS,126308,1728,14792,236672,0.029,7431000,2492
194,194,3,16,1,12,27,PASS,640984,4212,483840,1204352,0.076,226280000,23003
34969,1,1,2,8,12,27,PASS,350014,972,559504,139876,0.05,35013000,7707
78,78,3,2,128,32,18,PASS,753800,5184,2256896,60840,0.98,24548000,16304
3249,1,1,64,8,9,9,PASS,234576,1377,415872,415872,0.79,26025000,4446
88,88,3,128,32,32,18,PASS,1264768,74304,31235200,1982464,0.98,496448000,89346
784,1,1,3,8,12,27,PASS,8948,972,12544,4704,0.093,828000,215
8100,1,1,2,2,9,9,PASS,32481,243,32400,32400,0.05,8126000,707
31,31,1,8,1,32,18,PASS,9225,1728,1922,15376,0.025,996000,241
81,81,1,32,1,9,9,PASS,216837,729,52488,419904,0.099,26273000,3813
7921,1,1,2,4,9,9,PASS,47607,243,63368,31684,0.1,7947000,996
113,113,3,3,64,12,27,PASS,828795,4212,2394048,268149,0.88,76916000,20443
45,45,3,1,8,12,27,PASS,17141,972,45752,4050,0.25,2141000,528
44,44,3,128,64,12,27,PASS,444296,167508,10284288,1734656,0.87,502172000,46159
50,50,1,128,32,12,27,PASS,404860,10044,800000,1280000,0.83,37558000,9308
193,193,3,8,1,32,18,PASS,336777,5184,331385,595984,0.034,149438000,16042
5625,1,1,2,32,12,27,PASS,192222,2268,360000,45000,0.067,16921000,4000
60,60,1,2,1,32,18,PASS,11376,1728,7200,14400,0.0066,3635000,362
46656,1,1,3,16,32,18,PASS,887040,1728,1492992,279936,0.082,46691000,18818
104,104,3,1,64,32,18,PASS,677824,2880,2023680,32448,0.49,21876000,14527
177,177,3,32,1,12,27,PASS,1036717,7452,712075,2005056,0.082,345099000,36794
13456,1,1,16,32,12,27,PASS,646860,2268,861184,861184,0.51,40414000,13280
10,10,3,1,32,9,9,PASS,2472,729,7168,500,0.89,476000,99
55,55,3,256,16,12,27,PASS,875072,111780,8067024,2323200,0.65,522146000,53091
11,11,1,64,4,12,27,PASS,9200,2268,2904,15488,0.29,409000,196
209,209,3,3,4,9,9,PASS,302682,567,1209708,262086,0.45,131507000,8533
1089,1,1,512,32,32,18,PASS,609120,33984,2021184,1115136,0.96,31644000,13442
25,25,1,3,256,12,27,PASS,169003,14580,320000,43125,0.11,13815000,3363
1296,1,1,32,128,32,18,PASS,211968,9792,663552,207360,0.87,10410000,4608
36481,1,1,8,1,32,18,PASS,328905,1728,72962,583696,0.014,36516000,7717
14400,1,1,1,16,12,27,PASS,245448,1620,460800,43200,0.025,28845000,5401
57,57,3,32,4,12,27,PASS,119632,7452,287980,207936,0.32,35979000,4084
324,1,1,1,4,12,27,PASS,1944,972,2592,648,0.057,368000,117
113,113,3,64,4,12,27,PASS,873628,14580,2256852,1634432,0.32,281380000,32526
10,10,3,2,8,9,9,PASS,874,405,3072,400,0.9,256000,57
24,24,1,64,1,12,27,PASS,38412,2268,3456,73728,0.074,1774000,685
2025,1,1,128,4,12,27,PASS,268920,3564,81000,518400,0.31,10173000,4807
185,185,3,1,4,9,9,PASS,168262,243,404796,68450,0.45,34621000,3615
30,30,3,1,32,32,18,PASS,26564,1728,78848,1800,0.52,986000,628
21,21,3,32,4,9,9,PASS,18148,5265,103588,28224,0.45,14490000,695
45,45,1,2,32,12,27,PASS,69822,2268,129600,16200,0.068,6121000,1420
729,1,1,2,4,32,18,PASS,4950,1728,5832,2916,0.029,764000,206
89,89,3,3,128,32,18,PASS,997203,9792,4933248,118815,0.73,63642000,26418
10,10,3,2,8,32,18,PASS,1288,1728,1792,400,0.38,146000,130
45,45,1,64,64,32,18,PASS,263808,9792,1036800,388800,0.87,16242000,6441
68,68,3,3,8,32,18,PASS,49872,2880,178464,27744,0.2,9420000,1661
25921,1,1,32,32,32,18,PASS,1660096,2880,3317888,1658944,0.87,51878000,34797
4356,1,1,3,16,12,27,PASS,83412,1620,139392,39204,0.076,8757000,1852
32041,1,1,16,4,32,18,PASS,641396,1728,256328,1025312,0.11,32076000,12949
82,82,1,4,128,9,9,PASS,888783,2511,1721344,430336,0.42,100900000,18003
13,13,3,256,256,32,18,PASS,664064,1180224,9402624,389376,0.98,183338000,25297
30,30,3,3,128,12,27,PASS,106616,7452,315392,32400,0.96,10086000,2697
54,54,3,4,128,12,27,PASS,364904,14580,1783808,139968,0.64,64496000,11176
53,53,3,1,32,32,18,PASS,86617,1728,256224,5618,0.5,2941000,1803
26569,1,1,1,16,12,27,PASS,452321,1620,850208,79707,0.025,53183000,9786
81,81,3,8,16,12,27,PASS,154288,4212,714160,157464,0.59,39604000,5507
31,31,3,3,16,32,18,PASS,17491,2880,70992,5766,0.39,2020000,515
203,203,3,8,8,9,9,PASS,653528,1377,5545992,659344,0.89,330174000,21854
110,110,1,8,4,32,18,PASS,145776,1728,96800,193600,0.056,12135000,3087
37,37,3,8,4,12,27,PASS,16824,2268,35980,21904,0.31,4227000,647
33,33,1,2,2,12,27,PASS,4680,972,4356,4356,0.026,1133000,160
37,37,1,512,4,32,18,PASS,723108,33984,317608,1401856,0.12,39764000,14817
100,100,3,1,8,9,9,PASS,86913,243,233632,20000,0.89,10226000,1824
28,28,3,16,128,9,9,PASS,118512,38961,3068416,200704,0.95,190632000,7818
64,64,3,64,4,32,18,PASS,295952,37440,1031184,524288,0.13,131536000,15213
80,80,3,1,4,9,9,PASS,30817,243,74256,12800,0.46,6586000,686
105,105,3,8,16,32,18,PASS,260248,5184,1554064,176400,0.49,44366000,9085
32,32,3,32,512,32,18,PASS,641024,295488,16189440,557056,0.98,264784000,45984
13,13,3,16,8,12,27,PASS,5616,4212,14696,5408,0.59,1116000,209
37,37,1,1,16,12,27,PASS,23921,1620,43808,4107,0.03,2783000,525
153,153,3,16,1,9,9,PASS,398641,2673,762097,749088,0.11,375026000,15778
23409,1,1,3,2,9,9,PASS,117126,243,93636,140454,0.074,23435000,2331
10816,1,1,32,16,12,27,PASS,520464,2916,692224,1038336,0.39,43311000,10874
1681,1,1,64,2,32,18,PASS,113250,5184,26896,215168,0.057,6762000,2094
148,148,3,32,32,32,18,PASS,1392256,19008,22808704,1401856,0.98,350936000,74954
16,16,3,128,4,32,18,PASS,70416,74304,115472,65536,0.13,17072000,1950
27,27,3,3,2,12,27,PASS,3761,972,3950,4374,0.23,809000,201
17,17,3,128,512,12,27,PASS,751268,1198476,11343360,1627648,0.97,552901000,49371
210,210,3,8,1,12,27,PASS,397036,2268,305344,705600,0.077,132766000,13856
126,126,3,32,4,9,9,PASS,572128,5265,4061248,1016064,0.44,508620000,23759
211,211,3,2,8,9,9,PASS,438652,405,1760616,178084,0.89,89500000,10484
197,197,1,2,8,9,9,PASS,388171,243,620944,155236,0.2,38835000,7475
21,21,1,8,128,9,9,PASS,61191,2511,112896,56448,0.84,6655000,1041
51,51,3,2,2,32,18,PASS,10580,1728,14798,10404,0.098,2729000,434
118,118,3,64,8,12,27,PASS,1005912,14580,4925824,1782272,0.64,306800000,40659
194,194,3,8,1,32,18,PASS,340256,5184,334848,602176,0.034,150988000,15778
361,1,1,32,128,12,27,PASS,64888,14580,184832,138624,0.57,8007000,1468
1156,1,1,128,128,9,9,PASS,314161,36531,4439040,2367488,0.9,260350000,12699
121,1,1,3,64,32,18,PASS,9259,2880,15488,1089,0.2,278000,207
32,32,3,16,2,9,9,PASS,19480,2673,63240,32768,0.23,16624000,649
84,84,1,1,8,32,18,PASS,64080,1728,112896,14112,0.015,7091000,1560
58,58,3,256,32,12,27,PASS,1045128,167508,17977344,3444736,0.87,870624000,89211
175,175,3,8,2,9,9,PASS,305506,1377,1028658,490000,0.22,245446000,11303
484,1,1,32,32,12,27,PASS,32920,4212,61952,61952,0.52,2953000,626
114,114,3,4,32,32,18,PASS,454544,2880,2035712,103968,0.98,26256000,10983
180,180,1,1,16,12,27,PASS,551448,1620,1036800,97200,0.025,64845000,12492
10816,1,1,64,16,32,18,PASS,867584,5184,1384448,1384448,0.44,43302000,19022
12544,1,1,64,16,32,18,PASS,1005824,5184,1605632,1605632,0.44,50214000,21519
11449,1,1,64,16,12,27,PASS,917864,4212,1099104,2198208,0.52,68743000,20145
18,18,3,16,2,12,27,PASS,7640,4212,7424,10368,0.16,2056000,299
102,102,3,4,2,32,18,PASS,62768,2880,101600,83232,0.072,21048000,2507
1681,1,1,2,1,32,18,PASS,5619,1728,3362,6724,0.01,1716000,241
57,57,3,8,128,32,18,PASS,422408,19008,3597440,129960,0.98,52274000,14060
784,1,1,128,256,12,27,PASS,336696,71604,2007040,2308096,0.9,86393000,11689
139,139,3,32,16,12,27,PASS,925704,14580,7003440,1854816,0.64,425576000,48817
99,99,1,8,32,32,18,PASS,392616,1728,627264,156816,0.43,9836000,7685
215,215,1,4,16,12,27,PASS,925148,1620,1479200,554700,0.099,92495000,20296
13689,1,1,3,8,9,9,PASS,150660,243,219024,82134,0.3,13715000,2873
13,13,3,3,128,12,27,PASS,19559,7452,52096,6084,0.96,2011000,627
10609,1,1,64,32,32,18,PASS,1020768,5184,2715904,1357952,0.87,42474000,22312
94,94,3,32,4,32,18,PASS,325824,19008,1140800,565504,0.13,141740000,16228
64,64,3,256,64,32,18,PASS,1442048,295488,65257728,3145728,0.98,1051280000,165601
19044,1,1,3,8,9,9,PASS,209565,243,304704,114264,0.3,19070000,3767
17,17,3,64,128,32,18,PASS,121024,148032,2117760,92480,0.98,38322000,5855
133,133,3,8,8,32,18,PASS,281104,5184,1252360,283024,0.25,71078000,10929
197,197,1,2,4,32,18,PASS,233430,1728,310472,155236,0.014,38844000,6000
71,71,1,1,2,9,9,PASS,15204,243,20164,10082,0.026,5067000,355
95,95,3,8,8,9,9,PASS,142040,1377,1200072,144400,0.89,72486000,4795
21,21,3,128,512,12,27,PASS,840356,1198476,17753600,2483712,0.97,833957000,73483
120,120,1,3,64,12,27,PASS,966744,4212,1843200,302400,0.099,86449000,21275
4356,1,1,16,32,12,27,PASS,210060,2268,278784,278784,0.51,13114000,4141
86,86,3,1,64,12,27,PASS,460924,4212,1376256,51772,0.29,44624000,10727
36,36,3,1,128,9,9,PASS,150479,2511,461312,20736,0.95,19678000,3016
19,19,3,8,512,9,9,PASS,187792,73953,2793984,167504,1.0,169230000,8234
145,145,3,3,1,32,18,PASS,84676,2880,103389,126150,0.03,42376000,4336
2500,1,1,4,4,32,18,PASS,20576,1728,20000,20000,0.032,2535000,476
36481,1,1,8,4,32,18,PASS,438348,1728,291848,583696,0.056,36516000,9414
138,138,3,16,4,9,9,PASS,379984,2673,2476288,609408,0.44,305156000,14976
144,144,1,8,8,32,18,PASS,332352,1728,331776,331776,0.11,20771000,6873
113,113,1,1,4,12,27,PASS,64169,972,102152,25538,0.014,12813000,1559
30,30,3,128,32,32,18,PASS,177152,74304,3465728,230400,0.98,58316000,10351
79,79,3,1,4,12,27,PASS,30281,972,72380,12482,0.13,6425000,798
5929,1,1,4,128,9,9,PASS,783843,2511,1517824,379456,0.42,88975000,15802
21,21,3,512,32,32,18,PASS,384800,295488,6548768,451584,0.98,115514000,19434
3481,1,1,16,16,12,27,PASS,112040,1620,111392,167088,0.39,7007000,2152
72,72,3,64,32,9,9,PASS,509312,41553,20800640,1658880,0.89,1329824000,54067
225,1,1,2,2,12,27,PASS,1224,972,900,900,0.074,269000,102
42,42,1,16,64,32,18,PASS,142272,2880,225792,84672,0.87,3564000,2555
48,48,3,2,128,9,9,PASS,277886,4941,1401344,73728,0.95,69532000,7005
77,77,3,4,64,32,18,PASS,386020,5184,1838400,71148,0.98,23926000,10029
84,84,3,1,2,12,27,PASS,20828,972,41000,14112,0.078,7250000,723
204,204,3,4,2,32,18,PASS,249224,2880,411272,332928,0.067,83676000,10140
82,82,1,32,128,12,27,PASS,1082968,14580,3442688,2582016,0.57,147993000,28355
28,28,1,4,1,12,27,PASS,4244,972,1568,6272,0.032,828000,103
5776,1,1,2,4,12,27,PASS,34980,972,46208,23104,0.027,5820000,734
5476,1,1,128,128,9,9,PASS,1420081,36531,21027840,11214848,0.9,1232350000,63459
16900,1,1,4,2,9,9,PASS,101481,243,67600,135200,0.099,16926000,1880
14641,1,1,4,1,32,18,PASS,73781,1728,29282,117128,0.0077,14676000,2193
174,174,3,32,32,32,18,PASS,1924736,19008,31592960,1937664,0.98,484940000,103514
197,197,3,4,2,12,27,PASS,231934,1620,383370,310472,0.12,78048000,8297
199,199,3,4,2,12,27,PASS,236670,1620,391242,316808,0.12,79636000,8406
169,169,1,16,16,9,9,PASS,914276,729,1827904,1370928,0.79,114273000,18105
112,112,1,4,16,12,27,PASS,251528,1620,401408,150528,0.099,25133000,5599
44,44,3,1,1,32,18,PASS,4276,1728,5460,3872,0.059,2050000,272
6241,1,1,4,1,12,27,PASS,31529,972,12482,49928,0.015,6285000,741
43,43,3,32,16,12,27,PASS,93192,14580,647472,177504,0.64,41000000,4523
113,113,3,64,2,9,9,PASS,847042,10449,3235650,1634432,0.22,818098000,34762
61,61,3,1,256,32,18,PASS,899465,9792,2733824,33489,0.49,29986000,19477
36,36,3,1,512,9,9,PASS,597785,9315,1845248,75168,1.0,74530000,13250
62,62,3,128,16,12,27,PASS,577496,56052,5176320,1476096,0.65,331584000,33845
11,11,3,32,16,9,9,PASS,10352,10449,102672,11616,0.89,8422000,429
3600,1,1,32,64,12,27,PASS,349488,8100,921600,806400,0.52,43255000,8379
42,42,3,2,4,12,27,PASS,10252,972,19840,7056,0.26,1874000,408
146,146,1,1,16,32,18,PASS,362948,1728,682112,42632,0.028,21351000,7545
128,128,3,16,8,32,18,PASS,393760,9792,2191392,524288,0.25,131424000,17822
40,40,1,512,64,32,18,PASS,955008,67392,5939200,2457600,0.96,92892000,27669
22,22,1,128,128,32,18,PASS,142336,37440,991232,309760,0.87,15554000,3717
289,1,1,8,32,9,9,PASS,11884,729,18496,11560,0.79,1185000,181
60,60,3,64,2,9,9,PASS,242312,10449,897608,460800,0.22,231176000,9171
21,21,3,256,256,12,27,PASS,818320,1226340,17661184,2596608,0.95,853350000,73985
115,115,1,32,1,12,27,PASS,437073,1620,52900,846400,0.05,26495000,8183
11,11,3,4,256,32,18,PASS,30436,19008,122112,4356,0.98,2134000,775
36,36,3,16,256,12,27,PASS,359440,85860,4056064,476928,0.85,172480000,19729
3136,1,1,4,16,9,9,PASS,62882,405,100352,37632,0.4,6299000,1149
169,1,1,16,32,12,27,PASS,9084,2268,10816,10816,0.53,553000,194
27,27,3,8,32,12,27,PASS,28748,6156,149600,23328,0.78,6721000,935
165,165,3,16,16,9,9,PASS,863296,5265,14195344,1306800,0.89,871866000,45764
155,155,3,1,2,32,18,PASS,71419,1728,141678,48050,0.043,24361000,2886
105,105,3,32,1,32,18,PASS,372625,19008,356689,705600,0.032,176786000,18387
17424,1,1,32,8,32,18,PASS,698112,2880,557568,1115136,0.22,34884000,14334
3364,1,1,1,16,12,27,PASS,57836,1620,107648,10092,0.027,6773000,1290
24336,1,1,4,16,12,27,PASS,487368,1620,778752,292032,0.099,48717000,10156
179,179,3,8,16,32,18,PASS,759896,5184,4556688,512656,0.49,128578000,26696
66,66,3,16,2,9,9,PASS,79184,2673,278528,139392,0.22,70004000,2714
13225,1,1,64,4,32,18,PASS,901604,5184,423200,1692800,0.11,52938000,19156
21,21,3,2,4,9,9,PASS,2488,405,7828,1764,0.47,960000,143
129,129,3,1,8,32,18,PASS,146249,1728,391160,33282,0.14,16925000,3891
361,1,1,32,4,32,18,PASS,14148,2880,5776,23104,0.12,758000,289
729,1,1,32,4,32,18,PASS,27396,2880,11664,46656,0.12,1494000,637
35,35,3,8,256,32,18,PASS,307016,37440,2644224,88200,0.98,39606000,10321
361,1,1,16,4,32,18,PASS,7796,1728,2888,11552,0.14,396000,195
43,43,3,2,32,12,27,PASS,58462,2268,166624,14792,0.59,5679000,1596
61,61,3,8,8,12,27,PASS,58588,2268,200600,59536,0.59,11331000,1831
5184,1,1,16,64,9,9,PASS,416016,2673,1327104,746496,0.79,82985000,9557
83,83,3,64,16,9,9,PASS,556240,20817,13873680,1322688,0.89,883254000,39705
361,1,1,1,512,32,18,PASS,194409,19008,369664,6137,0.056,5826000,3844
108,108,3,32,16,12,27,PASS,560152,14580,4209472,1119744,0.64,257060000,28798
31,31,3,512,1,32,18,PASS,640329,295488,461129,984064,0.032,248654000,25866
30276,1,1,1,4,12,27,PASS,151704,972,242208,60552,0.013,30320000,3650
76,76,3,8,32,32,18,PASS,223744,5184,1614976,92416,0.98,23312000,6903
5041,1,1,3,2,9,9,PASS,25286,243,20164,30246,0.075,5067000,474
116,116,3,16,1,12,27,PASS,230236,4212,171684,430592,0.077,81044000,8197
79,79,3,3,8,9,9,PASS,66398,567,339416,37446,0.89,18927000,1679
173,173,3,8,32,32,18,PASS,1177448,5184,8508960,478864,0.98,120118000,37931
170,170,1,2,32,32,18,PASS,983176,1728,1849600,115600,0.11,28935000,20083
99,99,3,8,2,32,18,PASS,99530,5184,172466,156816,0.067,39458000,4592
208,208,1,16,4,32,18,PASS,865856,1728,346112,1384448,0.11,43299000,17456
112,112,3,2,32,9,9,PASS,412936,1377,1964160,125440,0.89,100672000,10215
182,182,3,8,1,12,27,PASS,298364,2268,228960,529984,0.077,99782000,10350
43,43,3,8,32,9,9,PASS,71176,5265,956448,73960,0.89,59590000,3057
26,26,3,16,16,32,18,PASS,24640,9792,168960,21632,0.5,5556000,891
116,116,3,8,4,9,9,PASS,160280,1377,898320,215296,0.45,107976000,5765
43,43,3,3,1,32,18,PASS,8380,2880,8733,11094,0.046,3820000,466
185,185,3,4,8,32,18,PASS,405964,2880,1351272,273800,0.25,68856000,13083
38,38,3,64,16,12,27,PASS,127408,28836,983808,277248,0.64,64068000,6728
20,20,1,3,128,32,18,PASS,54704,5184,102400,6000,0.17,1638000,1034
182,182,1,16,2,32,18,PASS,596808,1728,132496,1059968,0.056,33159000,12381
484,1,1,32,4,32,18,PASS,18576,2880,7744,30976,0.12,1004000,363
128,128,3,32,32,9,9,PASS,1042688,20817,33538176,2621440,0.89,2098704000,90256
41,41,3,256,128,9,9,PASS,936064,622161,104986752,6885376,0.95,6493538000,235310
102,102,1,1,4,32,18,PASS,52596,1728,83232,20808,0.008,10439000,1518
224,224,3,16,1,12,27,PASS,854044,4212,646020,1605632,0.075,301580000,31450
144,1,1,16,128,12,27,PASS,24300,7452,36864,27648,0.56,1638000,441
196,196,3,16,1,9,9,PASS,653588,2673,1254404,1229312,0.11,615224000,25142
102,102,1,1,16,32,18,PASS,177444,1728,332928,20808,0.029,10439000,3853
1024,1,1,64,8,32,18,PASS,76032,5184,65536,131072,0.22,4134000,1416
54,54,3,256,64,32,18,PASS,1067008,295488,46179328,2239488,0.98,749180000,118465
17,17,1,128,16,32,18,PASS,46224,9792,73984,73984,0.44,2354000,846
70,70,3,64,32,32,18,PASS,480000,37440,9896448,627200,0.98,157276000,29746
1296,1,1,3,1,9,9,PASS,5265,243,2592,7776,0.042,1322000,145
35,35,3,16,32,12,27,PASS,60280,11988,478368,78400,0.78,22316000,2667
66,66,3,3,64,9,9,PASS,277156,3969,1884160,117612,0.89,104932000,8290
841,1,1,64,128,9,9,PASS,171192,19521,1722368,861184,0.84,101065000,5796
47,47,3,3,512,9,9,PASS,1057278,27783,7534080,384366,1.0,379559000,32920
87,87,3,8,2,32,18,PASS,77306,5184,132770,121104,0.068,30506000,3731
62,62,1,64,4,32,18,PASS,263696,5184,123008,492032,0.11,15414000,5586
80,80,3,128,16,32,18,PASS,953408,74304,12876864,1638400,0.49,410416000,58815
121,1,1,4,256,32,18,PASS,36068,9792,61952,4356,0.22,1010000,578
22,22,1,16,16,12,27,PASS,16136,1620,15488,23232,0.39,1013000,262
179,179,1,3,16,12,27,PASS,609427,1620,1025312,288369,0.074,64127000,13746
60,60,3,256,4,12,27,PASS,962920,56052,2407696,1843200,0.33,310596000,35828
38,38,3,3,1,12,27,PASS,5952,972,4032,8664,0.13,1546000,283
25,25,1,3,512,9,9,PASS,326492,9315,640000,108750,0.33,35707000,6215
106,106,3,8,1,9,9,PASS,101352,1377,187200,179776,0.11,90196000,3995
23409,1,1,32,1,12,27,PASS,773145,1620,93636,1498176,0.05,46863000,15322
104,104,1,16,2,32,18,PASS,195264,1728,43264,346112,0.057,10851000,3913
8100,1,1,32,2,32,18,PASS,276552,2880,64800,518400,0.056,16236000,5587
54,54,1,1,4,32,18,PASS,15156,1728,23328,5832,0.011,2951000,434
43681,1,1,2,16,12,27,PASS,786906,1620,1397792,262086,0.05,87407000,18022
97,97,1,32,2,32,18,PASS,321058,2880,75272,602176,0.056,18854000,6471
80,80,1,1,64,12,27,PASS,417944,4212,819200,44800,0.033,38449000,9363
32761,1,1,3,8,12,27,PASS,360695,972,524176,196566,0.075,32805000,7805
4096,1,1,128,32,12,27,PASS,660220,10044,1310720,2097152,0.83,61498000,15411
289,1,1,16,512,12,27,PASS,166524,28188,295936,203456,0.57,12513000,3382
25281,1,1,8,1,32,18,PASS,228105,1728,50562,404496,0.014,25316000,5261
5329,1,1,16,1,12,27,PASS,90917,972,10658,170528,0.052,5373000,1743
79,79,3,8,2,32,18,PASS,64090,5184,109186,99856,0.068,25178000,2932
36864,1,1,1,4,32,18,PASS,184896,1728,294912,73728,0.0072,36899000,5412
13,13,3,32,4,32,18,PASS,15108,19008,18788,10816,0.13,2906000,403
116,116,3,64,1,9,9,PASS,879364,10449,1705668,1722368,0.11,862072000,36497
6724,1,1,64,32,12,27,PASS,648420,6156,1291008,1721344,0.69,60568000,15450
78,78,3,2,128,32,18,PASS,753800,5184,2256896,60840,0.98,24548000,16417
86,86,3,2,2,32,18,PASS,29480,1728,43008,29584,0.084,7594000,995
110,110,3,8,4,12,27,PASS,144428,2268,331776,193600,0.3,36566000,4441
9801,1,1,32,4,12,27,PASS,353484,1620,156816,627264,0.2,19647000,6446
15,15,3,2,64,9,9,PASS,12562,2673,60736,4050,0.89,3806000,381
39,39,1,512,32,12,27,PASS,845892,37260,1849536,3115008,0.87,86797000,21032
44,44,3,8,1,32,18,PASS,19556,5184,16548,30976,0.042,7888000,920
2809,1,1,4,4,12,27,PASS,22796,972,22472,22472,0.055,2853000,501
5476,1,1,32,128,12,27,PASS,883288,14580,2803712,2102784,0.57,120537000,23798
51,51,3,16,8,12,27,PASS,62768,4212,259112,83232,0.59,15784000,2225
105,105,1,32,2,32,18,PASS,376002,2880,88200,705600,0.056,22086000,7593
57,57,1,16,256,32,18,PASS,888336,9792,1663488,467856,0.87,26034000,17944
44,44,3,1,16,9,9,PASS,30322,405,87360,5808,0.89,3996000,604
6241,1,1,64,2,32,18,PASS,414210,5184,99856,798848,0.056,25002000,8771
9025,1,1,3,2,9,9,PASS,45206,243,36100,54150,0.075,9051000,890
47,47,3,8,8,12,27,PASS,34844,2268,117720,35344,0.59,6767000,1153
1156,1,1,4,512,9,9,PASS,601113,9315,1183744,268192,0.44,65974000,11752
143,143,3,32,2,32,18,PASS,703346,19008,1330194,1308736,0.063,327646000,36710
6889,1,1,16,4,32,18,PASS,138356,1728,55112,220448,0.11,6924000,2627
58,58,1,1,32,12,27,PASS,111984,2268,215296,13456,0.034,10138000,2257
1225,1,1,64,128,12,27,PASS,245892,21708,940800,940800,0.75,40501000,6750
196,1,1,32,512,9,9,PASS,125092,37017,802816,363776,0.89,44941000,3025
19,19,1,128,1,12,27,PASS,48189,3564,3610,92416,0.087,1853000,756
38,38,3,3,16,9,9,PASS,25554,1053,152064,12996,0.89,8816000,657
169,169,1,32,8,32,18,PASS,1143592,2880,913952,1827904,0.22,57158000,23417
37,37,3,128,32,32,18,PASS,251296,74304,5343520,350464,0.98,88346000,16088
42,42,3,64,32,9,9,PASS,184832,41553,6932480,564480,0.89,454244000,18352
179,179,3,1,1,32,18,PASS,63946,1728,94695,64082,0.026,32425000,3133
52,52,1,3,8,9,9,PASS,29825,243,43264,16224,0.3,2730000,523
170,170,3,8,8,32,18,PASS,459296,5184,2053632,462400,0.25,115996000,17667
58,58,3,8,8,12,27,PASS,52972,2268,180992,53824,0.59,10254000,1700
3481,1,1,1,16,12,27,PASS,59825,1620,111392,10443,0.027,7007000,1323
56,56,3,256,64,9,9,PASS,1155328,331857,99277056,7225344,0.89,6443136000,238640
21,21,3,8,4,9,9,PASS,5620,1377,26980,7056,0.45,3666000,224
22,22,3,2,1,32,18,PASS,1944,1728,1280,1936,0.12,554000,161
39,39,3,1,128,9,9,PASS,177968,2511,544640,24336,0.95,23059000,3648
48,48,1,256,64,9,9,PASS,756072,37665,8552448,5308416,0.87,534785000,29588
